,linear.weight,linear.bias
14,"[[-5.0891012e-01 -1.6795671e-02 -4.8648876e-01  7.1072236e-02
   6.7716968e-01 -4.5257989e-01 -1.9786601e+00  8.2198568e-02
   5.3295100e-01 -3.4827434e-02 -1.2292722e+00 -9.4335133e-01
  -5.7872827e-04  8.2969345e-02 -2.7453876e-05 -2.0713262e-01
  -5.9464393e+00 -1.0606007e+01 -3.3962543e+00  1.5241297e+00
   7.0108330e-01  1.0479155e+00]]",[-3.5176826]
15,"[[-5.07052541e-01 -2.53095534e-02 -4.12332386e-01  1.00675076e-01
   6.95733070e-01 -4.24572766e-01 -1.96064138e+00  9.32745710e-02
   5.70947647e-01 -1.99636631e-02 -1.29209936e+00 -9.73009288e-01
   9.07902024e-04  8.66646990e-02  1.01608783e-03 -1.85920432e-01
  -5.98526192e+00 -1.07348824e+01 -3.42897868e+00  1.54250503e+00
   7.00290620e-01  1.02523017e+00]]",[-3.5866055]
16,"[[-5.2647609e-01 -1.4232263e-02 -4.3717840e-01  8.5710898e-02
   6.4695859e-01 -4.4151151e-01 -1.9982828e+00  7.8408286e-02
   5.6386626e-01 -5.0995208e-02 -1.1657362e+00 -1.1069237e+00
   1.5701810e-03  9.6638672e-02  2.9470501e-03 -2.0536855e-01
  -6.0030441e+00 -1.0748495e+01 -3.4230177e+00  1.5534647e+00
   6.9751132e-01  1.0553341e+00]]",[-3.3991466]
17,"[[-5.32394409e-01 -5.43914437e-02 -5.01492023e-01  7.41157085e-02
   6.55914485e-01 -4.59723234e-01 -2.06083918e+00  5.09118326e-02
   5.14721632e-01 -7.23094791e-02 -1.16150916e+00 -1.24512768e+00
   2.46116979e-04  1.09818466e-01  3.79486883e-04 -1.93073720e-01
  -5.99722719e+00 -1.06740513e+01 -3.41146207e+00  1.56970048e+00
   7.15001822e-01  1.10036516e+00]]",[-3.272117]
18,"[[-5.3324813e-01 -3.4023456e-02 -4.7959092e-01  5.0287012e-02
   6.1661029e-01 -4.4223505e-01 -1.9840674e+00  4.4635251e-02
   5.1253647e-01 -3.5122685e-02 -1.2596182e+00 -1.2958721e+00
   6.7912921e-04  1.2142797e-01  1.0447344e-04 -1.6438761e-01
  -5.9975142e+00 -1.0743791e+01 -3.4109445e+00  1.6134439e+00
   7.4243063e-01  1.0888600e+00]]",[-3.3129377]
19,"[[-5.07993877e-01 -3.26641165e-02 -4.55992579e-01  8.01397115e-02
   5.99352598e-01 -4.26915556e-01 -1.96423650e+00  4.75025699e-02
   5.12900710e-01 -3.51018831e-02 -1.19892883e+00 -1.27958989e+00
   8.92758078e-04  1.07554354e-01 -3.32059222e-04 -1.84892625e-01
  -6.02583408e+00 -1.07895699e+01 -3.40782714e+00  1.60710597e+00
   7.48185933e-01  1.10105360e+00]]",[-3.3150916]
20,"[[-4.8966652e-01 -1.8383907e-02 -4.4862437e-01  7.5934187e-02
   6.4534301e-01 -4.2523503e-01 -1.9251357e+00  6.4767376e-02
   4.8777226e-01 -2.7482416e-02 -1.1052161e+00 -1.2819325e+00
   5.5681623e-05  7.3760264e-02 -2.8026249e-04 -1.8464570e-01
  -6.0629673e+00 -1.0857831e+01 -3.4507012e+00  1.5892111e+00
   7.5680596e-01  1.0917728e+00]]",[-3.2551737]
21,"[[-5.32301605e-01 -2.21154038e-02 -4.81079370e-01  6.56372607e-02
   6.63126290e-01 -4.43735987e-01 -2.00425243e+00  5.49291633e-02
   5.29580534e-01 -5.19868135e-02 -1.14962649e+00 -1.39482009e+00
   1.77017762e-03  1.01620644e-01  1.48416893e-03 -1.94231987e-01
  -6.08319902e+00 -1.08532009e+01 -3.50131631e+00  1.57425499e+00
   7.66933918e-01  1.06272566e+00]]",[-3.2505755]
22,"[[-5.1924068e-01 -4.1158441e-02 -4.7088245e-01  7.1395390e-02
   6.3693058e-01 -4.2633328e-01 -1.9864843e+00  5.0933424e-02
   5.2599615e-01 -2.2931477e-02 -1.1449504e+00 -1.4270540e+00
   3.7864089e-04  8.9167677e-02  4.4390664e-04 -1.8042983e-01
  -6.1099634e+00 -1.0868987e+01 -3.5159664e+00  1.5664842e+00
   7.4627107e-01  1.0817688e+00]]",[-3.2523415]
23,"[[-5.4292512e-01 -1.9651152e-02 -4.9741176e-01  6.1160959e-02
   6.4062238e-01 -4.2820716e-01 -2.0374153e+00  5.8843371e-02
   5.1042122e-01 -6.4836249e-02 -1.1070591e+00 -1.4901134e+00
   3.7986372e-04  9.7932994e-02  8.5893215e-04 -2.0249455e-01
  -6.1196871e+00 -1.0836574e+01 -3.5475721e+00  1.5402454e+00
   7.6636088e-01  1.0875521e+00]]",[-3.1669614]
